2019-06-09 14:23:52.503	        76c88310	INFO 	logging	contrib/epee/src/mlog.cpp:277	New log categories: *:WARNING,net:FATAL,net.http:FATAL,net.p2p:FATAL,net.cn:FATAL,global:INFO,verify:FATAL,stacktrace:INFO,logging:INFO,msgwriter:INFO
2019-06-09 15:13:29.786	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash 8668ea060f7aa6379c630732011d5afca292a6ff03172e27d21ff23f6fb5afcf not found in db
2019-06-09 15:13:29.799	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash 45ee0a1292b4bc5cd8936e61211025312050b7135f9e72a4b8fabcd843c8c5d0 not found in db
2019-06-09 15:13:29.806	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash ddb83f584f431fa14628a202125e93ed992bbcd75f8c94342d56d9926908c6d0 not found in db
2019-06-09 15:13:29.818	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash 5b83f20a07fa1efa763e4c6b1986e431590fa5815d75a6a98d4a9de4ffc013d1 not found in db
2019-06-09 15:13:29.825	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash 091366e5b3eaca3402d7c21fb037bfee263cc4bdc18ea497ba8be5f4a4ab77d1 not found in db
2019-06-09 15:13:29.836	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash dfc00327fa3f6e2f045eacc6af23c72d8748ef8ce8f6af07e5467a3a9bfd6ce4 not found in db
2019-06-09 15:13:29.848	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash c770f7995ccb166e2b928dab0ac9fb746a6b1d30101eab120cfdb95aff6030e5 not found in db
2019-06-09 15:13:29.869	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash eb5ae65d611c1142fcc0147a76bc2982c6a8bd7ca8ab66e6202ee5d37bd1d7e7 not found in db
2019-06-09 15:13:29.882	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash efc0d94ef37ab697c63027a41592582517a6696f978b600cead886bb9bdb65f7 not found in db
2019-06-09 15:13:29.883	        76c7f310	INFO 	global	src/cryptonote_core/cryptonote_core.cpp:628	Loading checkpoints
2019-06-09 15:13:29.884	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:222	Blockchain checkpoints file not found
2019-06-09 15:13:30.268	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:591	[check_and_resize_for_batch] checking DB size
2019-06-09 15:13:30.269	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:559	DB map size:     112474759168
2019-06-09 15:13:30.269	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:560	Space used:      75370708992
2019-06-09 15:13:30.269	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:561	Space remaining: 37104050176
2019-06-09 15:13:30.269	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:562	Size threshold:  0
2019-06-09 15:13:30.269	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:564	Percent used: 0.6701  Percent threshold: 0.9000
2019-06-09 15:13:30.284	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 233000 <4f69bec2af6c0852412bdd10c19e6af10c8d738fe2618b5511a98efd03ab477e>
2019-06-09 15:13:30.290	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 250000 <f59d31839bd909ec8830b4f7f66ff213f0bd006334c8523daee452725e5c7a79>
2019-06-09 15:13:30.303	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 300000 <0c1cd46df6ccff90ec4ab493281f2583c344cd62216c427628990fe9db1bb8b6>
2019-06-09 15:13:30.322	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 325000 <4260d56368267bc2a70dd58d73c5ecf23b4e4d96e63c29a868e4a679b0741c7f>
2019-06-09 15:13:30.328	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 350000 <74da79f6a136969abd6364bd3d37af273c408d6471e8ab598e80569b42415f86>
2019-06-09 15:13:30.341	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 375000 <c80c23e387585e12ffb6649d678e9ba328181797b9583a6d8911b77e25375737>
2019-06-09 15:13:30.359	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 400000 <1b2b0e7a30e59691491529a3d506d1ba3d6052d0f6b52198b7330b28a6f1b6ac>
2019-06-09 15:13:30.370	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 450000 <4d098b511ca97723e81737c448343cfd4e6dadb3d8a0e757c6e4d595e6e48357>
2019-06-09 15:13:30.383	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 500000 <2428f0dbe49796be05ed81b347f53e1f7f44aed0abf641446ec2b94cae066b02>
2019-06-09 15:13:30.396	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 550000 <c2e80a636438bd9f7a7ab432a6ad297e35540d80ff5b868bca098124cad2ff8c>
2019-06-09 15:13:30.408	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 600000 <f5828ebf7d7d1cb61762c4dfe3ccf4ecab2e1aad23e8113668d981713b7a54c5>
2019-06-09 15:13:30.422	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 650000 <1d567f2b491324375a825895c5e7b52857b38e4fed0e42c40909c2d52240b4e0>
2019-06-09 15:13:30.441	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 700000 <12be9b3d210b93f574d2526abb9c1ab2a881b479131fd0d4f7dac93875f503cd>
2019-06-09 15:13:30.460	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 800000 <2ced10aa85357ab6c14bb12b6b56d1dde28940820dda30911b73a5cc9a301760>
2019-06-09 15:13:30.473	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 850000 <00e2b557dde9fd4a9e2e3dd7ddac962f5ca475eb1095bc50aa757fd1218ab0a5>
2019-06-09 15:13:30.496	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 900000 <d9958d0e7dcf91a5a7b11de225927bf7efc6eb26240315ce12372be902cc1337>
2019-06-09 15:13:30.509	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 913193 <5292d5d56f6ba4de33a58d9a34d263e2cb3c6fee0aed2286fd4ac7f36d53c85f>
2019-06-09 15:13:30.516	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 913269 <f8302e6b8ba1c49aad9a854b8d6c79d8272c6239dcbba5a75ed0784c1d4f56a1>
2019-06-09 15:13:30.535	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 1288616 <875ac1bc7aa6c5eedc5410abb9c694034f9e7f79dce4c60698baf37009cb6365>
2019-06-09 15:13:30.556	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 1680000 <898c0e0b338edc5edd850d241578027f489167cf7b3edb33ed9d08274e15e20e>
2019-06-09 15:13:30.556	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:591	[check_and_resize_for_batch] checking DB size
2019-06-09 15:13:30.557	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:559	DB map size:     112474759168
2019-06-09 15:13:30.557	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:560	Space used:      75370708992
2019-06-09 15:13:30.557	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:561	Space remaining: 37104050176
2019-06-09 15:13:30.557	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:562	Size threshold:  0
2019-06-09 15:13:30.557	        76c7f310	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:564	Percent used: 0.6701  Percent threshold: 0.9000
2019-06-09 15:13:30.557	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 1 <771fbcd656ec1464d3a02ead5e18644030007a0fc664c0a964d30922821a8148>
2019-06-09 15:13:30.557	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 10 <c0e3b387e47042f72d8ccdca88071ff96bff1ac7cde09ae113dbb7ad3fe92381>
2019-06-09 15:13:30.564	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 100 <ac3e11ca545e57c49fca2b4e8c48c03c23be047c43e471e1394528b1f9f80b2d>
2019-06-09 15:13:30.570	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 1000 <5acfc45acffd2b2e7345caf42fa02308c5793f15ec33946e969e829f40b03876>
2019-06-09 15:13:30.583	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 10000 <c758b7c81f928be3295d45e230646de8b852ec96a821eac3fea4daf3fcac0ca2>
2019-06-09 15:13:30.596	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 22231 <7cb10e29d67e1c069e6e11b17d30b809724255fee2f6868dc14cfc6ed44dfb25>
2019-06-09 15:13:30.608	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 29556 <53c484a8ed91e4da621bb2fa88106dbde426fe90d7ef07b9c1e5127fb6f3a7f6>
2019-06-09 15:13:30.619	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 50000 <0fe8758ab06a8b9cb35b7328fd4f757af530a5d37759f9d3e421023231f7b31c>
2019-06-09 15:13:30.638	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 80000 <a62dcd7b536f22e003ebae8726e9e7276f63d594e264b6f0cd7aab27b66e75e3>
2019-06-09 15:13:30.652	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 202612 <bbd604d2ba11ba27935e006ed39c9bfdd99b76bf4a50654bc1e1e61217962698>
2019-06-09 15:13:30.652	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 202613 <e2aa337e78df1f98f462b3b1e560c6b914dec47b610698b7b7d1e3e86b6197c2>
2019-06-09 15:13:30.653	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 202614 <c29e3dc37d8da3e72e506e31a213a58771b24450144305bcba9e70fa4d6ea6fb>
2019-06-09 15:13:30.665	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 205000 <5d3d7a26e6dc7535e34f03def711daa8c263785f73ec1fadef8a45880fde8063>
2019-06-09 15:13:30.672	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 220000 <9613f455933c00e3e33ac315cc6b455ee8aa0c567163836858c2d9caff111553>
2019-06-09 15:13:30.685	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 230300 <bae7a80c46859db355556e3a9204a337ae8f24309926a1312323fdecf1920e61>
2019-06-09 15:13:30.692	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 230700 <93e631240ceac831da1aebfc5dac8f722c430463024763ebafa888796ceaeedf>
2019-06-09 15:13:30.698	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 231350 <b5add137199b820e1ea26640e5c3e121fd85faa86a1e39cf7e6cc097bdeb1131>
2019-06-09 15:13:30.705	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 232150 <955de8e6b6508af2c24f7334f97beeea651d78e9ade3ab18fec3763be3201aa8>
2019-06-09 15:13:30.711	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 249380 <654fb0a81ce3e5caf7e3264a70f447d4bd07586c08fa50f6638cc54da0a52b2d>
2019-06-09 15:13:30.724	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 460000 <75037a7aed3e765db96c75bcf908f59d690a5f3390baebb9edeafd336a1c4831>
2019-06-09 15:13:30.724	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 500000 <2428f0dbe49796be05ed81b347f53e1f7f44aed0abf641446ec2b94cae066b02>
2019-06-09 15:13:30.724	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 600000 <f5828ebf7d7d1cb61762c4dfe3ccf4ecab2e1aad23e8113668d981713b7a54c5>
2019-06-09 15:13:30.724	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 700000 <12be9b3d210b93f574d2526abb9c1ab2a881b479131fd0d4f7dac93875f503cd>
2019-06-09 15:13:30.737	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 825000 <56503f9ad766774b575be3aff73245e9d159be88132c93d1754764f28da2ff60>
2019-06-09 15:13:30.737	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 900000 <d9958d0e7dcf91a5a7b11de225927bf7efc6eb26240315ce12372be902cc1337>
2019-06-09 15:13:30.738	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 913193 <5292d5d56f6ba4de33a58d9a34d263e2cb3c6fee0aed2286fd4ac7f36d53c85f>
2019-06-09 15:13:30.756	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 1000000 <a886ef5149902d8342475fee9bb296341b891ac67c4842f47a833f23c00ed721>
2019-06-09 15:13:30.778	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 1100000 <3fd720c5c8b3072fc1ccda922dec1ef25f9ed88a1e6ad4103d0fe00b180a5903>
2019-06-09 15:13:30.791	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 1150000 <1dd16f626d18e1e988490dfd06de5920e22629c972c58b4d8daddea0038627b2>
2019-06-09 15:13:30.810	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 1200000 <fa7d13a90850882060479d100141ff84286599ae39c3277c8ea784393f882d1f>
2019-06-09 15:13:30.822	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 1300000 <31b34272343a44a9f4ac7de7a8fcf3b7d8a3124d7d6870affd510d2f37e74cd0>
2019-06-09 15:13:30.841	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 1390000 <a8f5649dd4ded60eedab475f2bec8c934681c07e3cf640e9be0617554f13ff6c>
2019-06-09 15:13:30.862	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 1450000 <ac94e8860093bc7c83e4e91215cba1d663421ecf4067a0ae609c3a8b52bcfac2>
2019-06-09 15:13:30.882	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 1530000 <01759bce497ec38e63c78b1038892169203bb78f87e488172f6b854fcd63ba7e>
2019-06-09 15:13:30.903	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 1579000 <7d0d7a2346373afd41ed1e744a939fc5d474a7dbaa257be5c6fff4009e789241>
2019-06-09 15:13:30.916	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 1668900 <ac2dcaf3d2f58ffcf8391639f0f1ebafcb8eac43c49479c7c37f611868d07568>
2019-06-09 15:13:30.916	        76c7f310	INFO 	checkpoints	src/checkpoints/checkpoints.cpp:105	CHECKPOINT PASSED FOR HEIGHT 1775600 <1c6e01c661dc22cab939e79ec6a5272190624ce8356d2f7b958e4f9a57fdb05e>
2019-06-09 15:13:30.916	        76c7f310	INFO 	global	src/daemon/core.h:92	Core initialized OK
2019-06-09 15:13:30.916	        76c7f310	INFO 	global	src/daemon/rpc.h:74	Starting core RPC server...
2019-06-09 15:13:30.916	        76c7f310	INFO 	net.http	contrib/epee/include/net/http_server_impl_base.h:89	Run net_service loop( 2 threads)...
2019-06-09 15:13:30.917	[SRV_MAIN]	INFO 	global	src/daemon/rpc.h:79	core RPC server started ok
2019-06-09 15:13:30.923	[SRV_MAIN]	INFO 	daemon	src/daemon/daemon.cpp:186	Starting ZMQ server...
2019-06-09 15:13:30.924	[SRV_MAIN]	INFO 	daemon	src/daemon/daemon.cpp:190	ZMQ server started at 127.0.0.1:18082.
2019-06-09 15:13:30.924	[SRV_MAIN]	INFO 	global	src/daemon/p2p.h:78	Starting p2p net loop...
2019-06-09 15:13:30.924	[SRV_MAIN]	INFO 	net.p2p	src/p2p/net_node.inl:636	Run net_service loop( 10 threads)...
2019-06-09 15:13:31.925	[P2P1]	INFO 	global	src/cryptonote_core/cryptonote_core.cpp:1532	[1;33m
**********************************************************************
The daemon will start synchronizing with the network. This may take a long time to complete.

You can set the level of process detailization through "set_log <level|categories>" command,
where <level> is between 0 (no details) and 4 (very verbose), or custom category based levels (eg, *:WARNING).

Use the "help" command to see the list of available commands.
Use "help <command>" to see a command's documentation.
**********************************************************************
[0m
2019-06-09 15:13:32.009	[P2P0]	INFO 	net.p2p	src/p2p/net_node.inl:1805	[82.5.3.128:18080 145ec5f2-772f-1c58-27c4-3fddbadf37ab OUT] NEW CONNECTION
2019-06-09 15:13:32.123	[P2P1]	INFO 	updates	src/common/updates.cpp:94	Found new version 0.14.0.2 with hash f0e3d82354a9a25776bd2081f2bb1c081a8589ffb783e765ec974d211174236a
2019-06-09 15:13:32.316	[P2P8]	INFO 	global	src/cryptonote_protocol/cryptonote_protocol_handler.inl:310	[82.5.3.128:18080 OUT] Sync data returned a new top block candidate: 1853130 -> 1853182 [Your node is 52 blocks (0 days) behind] 
SYNCHRONIZATION started
2019-06-09 15:13:32.316	[P2P8]	INFO 	net.cn	src/cryptonote_protocol/cryptonote_protocol_handler.inl:314	Remote blockchain height: 1853182, id: <40ee0621667a12d8e51d2b0896aa951d2aba22f823952f722cefece70701401a>
2019-06-09 15:13:32.536	[P2P3]	INFO 	net.p2p.msg	src/cryptonote_protocol/cryptonote_protocol_handler.inl:1621	[82.5.3.128:18080 OUT] Received NOTIFY_RESPONSE_CHAIN_ENTRY: m_block_ids.size()=53, m_start_height=1853129, m_total_height=1853182
2019-06-09 15:13:32.569	[P2P3]	INFO 	net.cn	src/cryptonote_protocol/cryptonote_protocol_handler.inl:1526	[82.5.3.128:18080 OUT] -->>NOTIFY_REQUEST_GET_OBJECTS: blocks.size()=10, txs.size()=0requested blocks count=10 / 10 from 1853130, first hash <b6e9b784cf74271adaaa9e355439452835feeb871b9ae00cd546a752802766bc>
2019-06-09 15:13:32.691	[P2P0]	INFO 	net.p2p	src/p2p/net_node.inl:1805	[47.110.239.19:18080 2c7dcf3c-79df-5e12-df19-ac22c654b195 OUT] NEW CONNECTION
2019-06-09 15:13:32.973	[P2P5]	INFO 	net.p2p.msg	src/cryptonote_protocol/cryptonote_protocol_handler.inl:841	[82.5.3.128:18080 OUT] Received NOTIFY_RESPONSE_GET_OBJECTS (10 blocks, 0 txes)
2019-06-09 15:13:33.009	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:591	[check_and_resize_for_batch] checking DB size
2019-06-09 15:13:33.009	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:559	DB map size:     112474759168
2019-06-09 15:13:33.009	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:560	Space used:      75370708992
2019-06-09 15:13:33.010	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:561	Space remaining: 37104050176
2019-06-09 15:13:33.010	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:562	Size threshold:  770287488
2019-06-09 15:13:33.010	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:564	Percent used: 0.6701  Percent threshold: 0.9000
2019-06-09 15:13:54.146	[P2P8]	INFO 	net.cn	src/cryptonote_protocol/cryptonote_protocol_handler.inl:314	Remote blockchain height: 1853182, id: <40ee0621667a12d8e51d2b0896aa951d2aba22f823952f722cefece70701401a>
2019-06-09 15:13:54.161	[P2P8]	INFO 	net.p2p.msg	src/cryptonote_protocol/cryptonote_protocol_handler.inl:764	[47.110.239.19:18080 OUT] Received NOTIFY_NEW_TRANSACTIONS (1 txes)
2019-06-09 15:13:54.161	[P2P8]	INFO 	net.p2p.msg	src/cryptonote_protocol/cryptonote_protocol_handler.inl:764	[47.110.239.19:18080 OUT] Received NOTIFY_NEW_TRANSACTIONS (1 txes)
2019-06-09 15:13:54.161	[P2P8]	INFO 	net.p2p.msg	src/cryptonote_protocol/cryptonote_protocol_handler.inl:764	[47.110.239.19:18080 OUT] Received NOTIFY_NEW_TRANSACTIONS (1 txes)
2019-06-09 15:13:54.162	[P2P8]	INFO 	net.p2p.msg	src/cryptonote_protocol/cryptonote_protocol_handler.inl:764	[47.110.239.19:18080 OUT] Received NOTIFY_NEW_TRANSACTIONS (1 txes)
2019-06-09 15:13:54.162	[P2P8]	INFO 	net.p2p.msg	src/cryptonote_protocol/cryptonote_protocol_handler.inl:764	[47.110.239.19:18080 OUT] Received NOTIFY_NEW_TRANSACTIONS (1 txes)
2019-06-09 15:13:54.175	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash fbfda28751e12faa038bf363220db67f3a601e4f0a44898ff78ac206fd6fd048 not found in db
2019-06-09 15:13:54.283	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash eb5ae65d611c1142fcc0147a76bc2982c6a8bd7ca8ab66e6202ee5d37bd1d7e7 not found in db
2019-06-09 15:13:54.371	[P2P0]	INFO 	net.p2p	src/p2p/net_node.inl:1805	[199.19.226.140:18080 97f0333a-3319-9629-33ea-a7e52930fa67 OUT] NEW CONNECTION
2019-06-09 15:13:54.375	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash e9ecb8848df45d2d03b1ae8257ec06b4f608eaebed5b800dba8d80e019a08889 not found in db
2019-06-09 15:13:54.466	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash efc0d94ef37ab697c63027a41592582517a6696f978b600cead886bb9bdb65f7 not found in db
2019-06-09 15:13:54.565	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash 99a0d7eea447b343822a8526d1c83250172015c2b1a59590fee719f4bb701d5b not found in db
2019-06-09 15:13:54.661	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash 091366e5b3eaca3402d7c21fb037bfee263cc4bdc18ea497ba8be5f4a4ab77d1 not found in db
2019-06-09 15:13:54.761	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash 8668ea060f7aa6379c630732011d5afca292a6ff03172e27d21ff23f6fb5afcf not found in db
2019-06-09 15:13:54.875	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash dfc00327fa3f6e2f045eacc6af23c72d8748ef8ce8f6af07e5467a3a9bfd6ce4 not found in db
2019-06-09 15:13:54.974	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash ddb83f584f431fa14628a202125e93ed992bbcd75f8c94342d56d9926908c6d0 not found in db
2019-06-09 15:13:55.066	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash f8c41bbc36e977164986c95838c739a91c29de91ad8027e44dcbc496f3d80b9c not found in db
2019-06-09 15:13:55.157	[P2P5]	INFO 	blockchain.db.lmdb	src/blockchain_db/lmdb/db_lmdb.cpp:2279	transaction with hash 6f4427f9b976d825128c799fecdf7a1e1e1c94d17737bec7cd567d960d862247 not found in db
2019-06-09 15:13:55.290	[P2P9]	INFO 	net.p2p.msg	src/cryptonote_protocol/cryptonote_protocol_handler.inl:1621	[47.110.239.19:18080 OUT] Received NOTIFY_RESPONSE_CHAIN_ENTRY: m_block_ids.size()=53, m_start_height=1853129, m_total_height=1853182
2019-06-09 15:13:57.158	[P2P5]	INFO 	blockchain	src/cryptonote_core/blockchain.cpp:3606	+++++ BLOCK SUCCESSFULLY ADDED
id:	<b6e9b784cf74271adaaa9e355439452835feeb871b9ae00cd546a752802766bc>
PoW:	<099de2241990b11fc7f487c7b44a73049916bc2297e1692db7b1b80500000000>
HEIGHT 1853130, difficulty:	35345895847
