IP_Address	City	Region	Country	Latitude	Longitude
87.166.187.108	Greifenstein	Hesse	DE	50.6167	8.3
86.12.240.108	Colchester	England	GB	51.8373	0.8174
93.108.53.109	Lisbon	Lisbon	PT	38.7174	-9.1321
88.198.53.109	Munich	Bavaria	DE	48.1497	11.585
73.153.86.109	Denver	Colorado	US	39.9038	-104.9419
195.201.113.109	None	None	DE	51.2993	9.491
89.84.171.109	Narbonne	Occitanie	FR	43.1806	2.9991
68.227.226.109	Phoenix	Arizona	US	33.4683	-112.0549
172.92.231.109	Stanwood	Washington	US	48.2011	-122.378
195.201.12.110	None	None	DE	51.2993	9.491
116.202.26.110	None	None	DE	51.2993	9.491
183.82.94.110	New Delhi	National Capital Territory of Delhi	IN	28.6331	77.2207
37.187.95.110	None	None	FR	48.8582	2.3387
75.189.197.110	Durham	North Carolina	US	35.9112	-78.9178
116.202.26.111	None	None	DE	51.2993	9.491
212.158.160.111	None	None	RU	55.7386	37.6068
147.175.187.111	Bratislava	Bratislava	SK	48.15	17.1078
142.93.228.111	Amsterdam	North Holland	NL	52.352	4.9392
78.46.244.111	None	None	DE	51.2993	9.491
2.35.5.112	Settimo Torinese	Piedmont	IT	45.1392	7.7701
213.250.21.112	Ljubljana	Ljubljana	SI	46.0503	14.5046
188.241.68.112	Stockholm	Stockholm	SE	59.3333	18.05
45.56.76.112	Dallas	Texas	US	32.7787	-96.8217
104.245.208.112	None	None	US	37.751	-97.822
45.13.232.112	Secaucus	New Jersey	US	40.7876	-74.06
98.194.53.113	Katy	Texas	US	29.7388	-95.8309
81.57.55.113	Paris	Île-de-France	FR	48.8543	2.3527
212.66.38.114	Kyiv	Kyiv City	UA	50.4332	30.5219
192.110.160.114	None	None	US	37.751	-97.822
118.97.175.114	None	None	ID	-6.175	106.8286
59.167.177.114	Melbourne	Victoria	AU	-37.8071	144.9516
116.203.191.114	None	None	DE	51.2993	9.491
83.86.205.114	Capelle aan den IJssel	South Holland	NL	51.9199	4.5812
84.213.4.115	Fetsund	Viken	NO	59.9305	11.1667
37.120.54.115	Berlin	Land Berlin	DE	52.4149	13.6634
116.203.120.115	None	None	DE	51.2993	9.491
217.119.232.115	Enschede	Provincie Overijssel	NL	52.2201	6.9615
93.117.137.116	Rugby	England	GB	52.3518	-1.2778
188.165.207.116	None	None	FR	48.8582	2.3387
185.216.33.117	Frankfurt am Main	Hesse	DE	50.1049	8.6295
159.65.98.117	Santa Clara	California	US	37.3417	-121.9753
173.214.173.117	Clifton	New Jersey	US	40.8806	-74.1456
118.97.175.118	None	None	ID	-6.175	106.8286
79.66.183.118	Hornchurch	England	GB	51.5568	0.2166
144.217.241.118	Beauharnois	Quebec	CA	45.3161	-73.8736
95.217.1.119	None	None	DE	51.2993	9.491
164.68.96.119	Nuremberg	Bavaria	DE	49.405	11.1617
92.139.147.119	Nantes	Pays de la Loire	FR	47.2145	-1.5512
118.97.175.119	None	None	ID	-6.175	106.8286
101.224.28.120	Shanghai	Shanghai	CN	31.0449	121.4012
121.102.39.120	Shinagawa	Tokyo	JP	35.6242	139.7029
24.14.44.120	Springfield	Illinois	US	39.7697	-89.6886
62.171.146.120	Nuremberg	Bavaria	DE	49.405	11.1617
82.47.147.120	Romford	England	GB	51.5758	0.1299
216.71.210.120	Vancouver	British Columbia	CA	49.2462	-123.108
88.198.234.120	Hamburg	Hamburg	DE	53.4581	9.9725
66.86.40.121	Columbia	Missouri	US	38.9336	-92.363
76.97.77.121	Winder	Georgia	US	33.9978	-83.7124
188.40.127.121	None	None	DE	51.2993	9.491
47.254.154.121	None	None	US	37.751	-97.822
93.105.187.121	Warsaw	Mazovia	PL	52.163	21.0674
199.231.85.122	None	None	US	37.751	-97.822
89.38.97.122	None	None	NL	52.3824	4.8995
51.89.133.122	None	None	FR	48.8582	2.3387
98.156.170.122	Austin	Texas	US	30.3402	-97.6649
185.170.114.123	None	None	DE	51.2993	9.491
116.202.115.123	None	None	DE	51.2993	9.491
72.203.133.123	Baton Rouge	Louisiana	US	30.3608	-91.0917
76.93.170.123	Carlsbad	California	US	33.0924	-117.2624
193.29.58.124	None	None	DE	51.2993	9.491
199.231.85.124	None	None	US	37.751	-97.822
91.115.106.124	Perchtoldsdorf	Lower Austria	AT	48.1194	16.2661
147.135.138.124	None	None	FR	48.8582	2.3387
149.202.94.125	None	None	FR	48.8582	2.3387
95.217.36.126	None	None	DE	51.2993	9.491
140.186.103.126	Fargo	North Dakota	US	46.8524	-96.8121
176.223.165.126	Frankfurt am Main	Hesse	DE	50.1188	8.6843
173.255.206.126	Dallas	Texas	US	32.7787	-96.8217
111.92.240.126	Phnom Penh	Phnom Penh	KH	11.5583	104.9121
194.55.13.127	None	None	DE	51.2993	9.491
116.203.43.127	None	None	DE	51.2993	9.491
81.100.155.127	Harrow	England	GB	51.5667	-0.3333
72.200.175.128	Westerly	Rhode Island	US	41.3709	-71.8141
195.201.219.128	None	None	DE	51.2993	9.491
89.37.226.128	Madrid	Madrid	ES	40.4171	-3.6839
51.77.227.128	None	None	FR	48.8582	2.3387
211.216.240.129	Daejeon	Daejeon	KR	36.3214	127.4197
195.145.66.130	Braunschweig	Lower Saxony	DE	52.328	10.4761
37.29.78.130	None	None	RU	55.7386	37.6068
212.24.97.130	None	None	LT	56.0	24.0
221.229.175.130	None	None	CN	34.7725	113.7266
95.122.205.130	Majadahonda	Madrid	ES	40.4735	-3.8718
37.59.43.131	None	None	FR	48.8582	2.3387
37.59.43.131	None	None	FR	48.8582	2.3387
51.77.85.131	None	None	FR	48.8582	2.3387
89.234.140.131	Les Roches-de-Condrieu	Auvergne-Rhone-Alpes	FR	45.4511	4.7674
213.220.210.131	Prague	Hlavni mesto Praha	CZ	50.05	14.4
76.214.233.131	Redwood City	California	US	37.472	-122.2312
66.216.254.131	Lakeville	Minnesota	US	44.6707	-93.2588
173.249.15.132	Nuremberg	Bavaria	DE	49.405	11.1617
85.197.39.132	Cologne	North Rhine-Westphalia	DE	50.9663	6.9564
118.25.154.132	None	None	CN	34.7725	113.7266
80.0.179.132	Greenwich	England	GB	51.4805	-0.0113
72.9.17.133	Berwick	Pennsylvania	US	41.0683	-76.2459
79.161.93.133	Stavanger	Rogaland	NO	58.9598	5.77
194.190.174.133	Moscow	Moscow	RU	55.7527	37.6172
174.52.217.133	North Salt Lake	Utah	US	40.8446	-111.9191
45.154.254.133	None	None	SE	59.3247	18.056
189.124.4.134	Presidente Venceslau	Sao Paulo	BR	-21.7755	-51.8364
106.165.62.134	Toyama	Toyama	JP	36.6323	137.167
71.14.105.134	Greenville	South Carolina	US	34.8308	-82.3507
185.132.179.134	Purmerend	North Holland	NL	52.5209	4.9656
118.103.22.135	Otsuki	Yamanashi	JP	35.6167	139.1167
216.169.111.135	None	None	US	37.751	-97.822
47.89.188.135	None	Virginia	US	38.6583	-77.2481
77.20.41.136	Göttingen	Lower Saxony	DE	51.5333	9.9333
198.187.28.137	None	None	US	37.751	-97.822
173.44.42.137	Miami	Florida	US	25.7806	-80.1826
179.43.128.137	Zurich	Zurich	CH	47.3664	8.5546
165.227.132.137	Frankfurt am Main	Hesse	DE	50.1188	8.6843
91.127.196.137	Trnava	Trnava	SK	48.3762	17.5829
144.76.83.138	None	None	DE	51.2993	9.491
116.203.189.138	None	None	DE	51.2993	9.491
144.76.26.139	None	None	DE	51.2993	9.491
47.106.191.139	None	None	CN	34.7725	113.7266
198.50.196.139	None	None	CA	43.6319	-79.3716
151.80.17.140	None	None	IT	43.1479	12.1097
209.159.146.140	Jersey City	New Jersey	US	40.7182	-74.0476
15.236.100.141	Paris	Île-de-France	FR	48.8607	2.3281
83.212.105.141	None	None	GR	37.9667	23.7167
46.198.179.141	Athens	Attica	GR	37.9842	23.7353
167.114.210.141	Montreal	Quebec	CA	45.5063	-73.5794
167.114.210.141	Montreal	Quebec	CA	45.5063	-73.5794
178.254.157.142	None	None	RS	44.0	21.0
95.34.181.142	Horten	Vestfold og Telemark	NO	59.4123	10.4565
173.255.205.142	Dallas	Texas	US	32.7787	-96.8217
34.204.206.142	Ashburn	Virginia	US	39.0481	-77.4728
2.3.65.143	Moulins	Auvergne-Rhone-Alpes	FR	46.5667	3.3333
35.241.146.143	None	None	None	35.0	105.0
68.0.147.143	Tucson	Arizona	US	32.2506	-110.884
116.203.158.143	None	None	DE	51.2993	9.491
54.185.167.143	Boardman	Oregon	US	45.8491	-119.7143
51.68.214.143	None	None	FR	48.8582	2.3387
95.216.221.143	None	None	DE	51.2993	9.491
76.24.50.144	Nashua	New Hampshire	US	42.779	-71.4738
65.99.55.144	None	None	JP	35.69	139.69
51.79.64.144	None	None	CA	43.6319	-79.3716
5.255.96.144	None	None	NL	52.3824	4.8995
208.123.119.145	Los Angeles	California	US	34.0544	-118.244
167.99.216.145	Amsterdam	North Holland	NL	52.3534	4.9087
84.107.25.146	Overveen	North Holland	NL	52.3903	4.6071
85.146.27.146	Nieuwveen	South Holland	NL	52.1963	4.7595
95.216.46.146	None	None	DE	51.2993	9.491
5.103.137.146	Morkov	Zealand	DK	55.6517	11.5015
86.238.175.146	Yerres	Île-de-France	FR	48.7179	2.4934
184.105.242.146	Menlo Park	California	US	37.4446	-122.1835
159.69.29.148	None	None	DE	51.2993	9.491
73.14.45.148	Brighton	Colorado	US	39.9636	-104.9072
86.173.85.148	Hitchin	England	GB	51.9202	-0.2102
24.207.229.148	St Louis	Missouri	US	38.7048	-90.4617
109.199.241.148	Haskovo	Haskovo	BG	41.9459	25.5742
163.172.55.149	None	None	GB	51.4964	-0.1224
172.90.111.149	Orange	California	US	33.7871	-117.8821
73.65.196.149	Sandy	Utah	US	40.5834	-111.7467
213.183.56.150	None	None	LT	56.0	24.0
45.76.110.150	Heiwajima	Tokyo	JP	35.5819	139.7663
139.59.30.151	Bengaluru	Karnataka	IN	12.9721	77.5933
73.243.72.151	Denver	Colorado	US	39.6667	-105.0854
47.233.103.151	Ballwin	Missouri	US	38.5759	-90.5167
124.170.173.151	Brunswick	Victoria	AU	-37.7684	144.9513
89.216.81.153	Belgrade	Belgrade	RS	44.8166	20.4721
64.137.175.153	None	None	CA	43.6319	-79.3716
116.203.189.153	None	None	DE	51.2993	9.491
188.165.192.153	None	None	FR	48.8582	2.3387
88.99.12.154	None	None	DE	51.2993	9.491
100.15.70.154	Washington	District of Columbia	US	38.9034	-76.9882
90.48.248.154	Ledenon	Occitanie	FR	43.9135	4.5144
95.216.46.155	None	None	DE	51.2993	9.491
67.161.59.155	Oakland	California	US	37.8107	-122.2479
168.235.83.155	None	None	US	37.751	-97.822
198.100.144.155	None	None	CA	43.6319	-79.3716
82.17.53.156	Bournemouth	England	GB	50.7241	-1.7891
70.235.158.156	San Diego	California	US	32.7453	-117.2449
82.26.210.156	Greenford	England	GB	51.5189	-0.3353
46.4.83.157	None	None	DE	51.2993	9.491
62.93.102.157	Amstetten	Lower Austria	AT	48.1181	14.8629
51.75.146.157	None	None	FR	48.8582	2.3387
87.79.172.157	Cologne	North Rhine-Westphalia	DE	50.9298	6.9489
122.105.180.157	Melbourne	Victoria	AU	-37.81	144.9644
81.154.23.158	Ashford	England	GB	51.141	0.8238
42.2.122.158	Central	Central and Western District	HK	22.2909	114.15
75.68.128.158	Amesbury	Massachusetts	US	42.8539	-70.9397
77.41.145.158	None	None	RU	55.7386	37.6068
172.104.159.158	Frankfurt am Main	Hesse	DE	50.1188	8.6843
82.181.172.158	Turku	Southwest Finland	FI	60.4771	22.2323
212.254.248.158	Allschwil	Basel-Landschaft	CH	47.5507	7.536
212.92.101.159	None	None	RU	55.7386	37.6068
72.177.224.159	San Antonio	Texas	US	29.6182	-98.626
66.41.66.160	Minneapolis	Minnesota	US	44.9998	-93.393
217.113.123.160	Tolyatti	Samara Oblast	RU	53.5303	49.3461
91.121.153.160	None	None	FR	48.8582	2.3387
94.130.186.160	Gera	Thuringia	DE	50.8651	12.0791
188.230.225.160	Prestranek	Postojna	SI	45.7276	14.1903
91.206.14.162	None	None	RU	55.7386	37.6068
217.228.53.162	Berlin	Land Berlin	DE	52.5824	13.3997
51.68.222.162	None	None	FR	48.8582	2.3387
51.68.222.162	None	None	FR	48.8582	2.3387
174.87.250.162	Reno	Nevada	US	39.4972	-119.7764
104.251.255.162	Chattanooga	Tennessee	US	34.998	-85.2406
206.127.12.163	Houston	Texas	US	29.934	-95.613
198.199.72.163	North Bergen	New Jersey	US	40.793	-74.0247
193.111.199.163	None	None	DE	51.2993	9.491
109.120.203.163	Yudelnik	Ruse	BG	43.85	26.25
73.225.8.164	Tacoma	Washington	US	47.1291	-122.4094
75.109.93.164	Princeton	West Virginia	US	37.3778	-81.115
51.89.134.164	None	None	FR	48.8582	2.3387
192.99.154.164	None	None	CA	43.6319	-79.3716
46.101.29.165	London	England	GB	51.5353	-0.6658
216.243.51.165	Seattle	Washington	US	47.6144	-122.3447
45.77.166.165	Miami	Florida	US	25.8119	-80.2318
212.83.172.165	None	None	FR	48.8582	2.3387
192.71.249.165	Oostkamp	Flanders	BE	51.1543	3.2313
89.187.187.166	Los Angeles	California	US	34.0729	-118.2606
66.70.207.166	None	None	CA	43.6319	-79.3716
84.52.224.166	Trondheim	Trøndelag	NO	63.4327	10.4489
91.206.14.167	None	None	RU	55.7386	37.6068
89.176.64.167	Brno	South Moravian	CZ	49.2	16.5333
217.209.85.167	Solna	Stockholm	SE	59.3578	17.9959
95.216.96.167	None	None	DE	51.2993	9.491
91.121.140.167	None	None	FR	48.8582	2.3387
195.154.237.167	Paris	Île-de-France	FR	48.8607	2.3281
45.77.11.168	Heiwajima	Tokyo	JP	35.5819	139.7663
51.79.54.168	None	None	CA	43.6319	-79.3716
51.79.54.168	None	None	CA	43.6319	-79.3716
88.115.153.168	Kronoby	Ostrobothnia	FI	63.7193	23.0226
24.51.193.168	Fort Lauderdale	Florida	US	26.1147	-80.3672
68.52.243.168	Franklin	Tennessee	US	35.9306	-86.8788
58.176.248.168	Tseung Kwan O	Sai Kung District	HK	22.3333	114.25
45.76.122.169	Alexandria	New South Wales	AU	-33.9256	151.1906
176.37.20.170	Kyiv	Kyiv City	UA	50.4543	30.5251
198.55.107.170	Los Angeles	California	US	34.0549	-118.2578
139.99.124.170	None	None	CA	43.6319	-79.3716
213.47.162.170	Vienna	Vienna	AT	48.1611	16.4452
217.182.164.170	None	None	FR	48.8582	2.3387
149.202.83.171	None	None	FR	48.8582	2.3387
51.75.162.171	None	None	FR	48.8582	2.3387
185.152.64.172	Prague	Hlavni mesto Praha	CZ	50.0023	14.4607
80.89.203.172	Novosibirsk	Novosibirsk Oblast	RU	55.041	82.9428
174.29.54.173	Denver	Colorado	US	39.642	-104.8958
88.87.69.173	Volzhskiy	Volgograd Oblast	RU	48.7871	44.7778
116.203.189.173	None	None	DE	51.2993	9.491
116.203.190.173	None	None	DE	51.2993	9.491
94.2.132.174	Northampton	England	GB	52.2777	-0.8284
51.75.146.174	None	None	FR	48.8582	2.3387
100.14.231.174	Wilmington	Delaware	US	39.8156	-75.5057
195.201.219.175	None	None	DE	51.2993	9.491
73.166.11.176	Houston	Texas	US	29.9899	-95.5202
45.61.147.176	None	None	US	37.751	-97.822
92.62.162.176	Beirut	Beyrouth	LB	33.874	35.5089
51.175.202.176	Oslo	Oslo County	NO	59.8468	10.7747
35.211.203.176	None	None	US	37.751	-97.822
84.75.204.176	Renens	Vaud	CH	46.5399	6.5881
140.123.15.177	None	None	TW	23.5	121.0
174.110.174.177	Summerville	South Carolina	US	33.0273	-80.1768
173.249.6.178	Nuremberg	Bavaria	DE	49.405	11.1617
51.91.8.178	None	None	FR	48.8582	2.3387
51.91.8.178	None	None	FR	48.8582	2.3387
108.28.83.178	Tysons Corner	Virginia	US	38.9567	-77.2278
51.89.134.178	None	None	FR	48.8582	2.3387
51.89.134.178	None	None	FR	48.8582	2.3387
198.13.35.179	Heiwajima	Tokyo	JP	35.5819	139.7663
46.166.163.179	None	None	LT	56.0	24.0
149.28.179.179	Alexandria	New South Wales	AU	-33.9256	151.1906
62.171.185.179	Nuremberg	Bavaria	DE	49.405	11.1617
207.154.215.179	Frankfurt am Main	Hesse	DE	50.1188	8.6843
51.171.0.180	Dublin	Leinster	IE	53.3338	-6.2488
46.101.117.180	Frankfurt am Main	Hesse	DE	50.1188	8.6843
54.38.137.180	None	None	FR	48.8582	2.3387
173.88.171.180	Chagrin Falls	Ohio	US	41.4459	-81.4212
23.115.236.180	Watkinsville	Georgia	US	33.8542	-83.408
159.69.8.181	None	None	DE	51.2993	9.491
72.234.57.181	Mililani Town	Hawaii	US	21.4535	-158.0193
88.99.83.181	None	None	DE	51.2993	9.491
116.202.100.181	None	None	DE	51.2993	9.491
77.249.146.181	Nijmegen	Provincie Gelderland	NL	51.838	5.8299
5.9.151.182	None	None	DE	51.2993	9.491
24.210.90.183	Newark	Ohio	US	40.0732	-82.4017
78.46.109.183	None	None	DE	51.2993	9.491
94.46.164.183	Mafra	Lisbon	PT	38.8928	-9.3299
65.190.187.183	Goldsboro	North Carolina	US	35.3664	-77.9221
95.217.4.184	None	None	DE	51.2993	9.491
78.132.17.184	Engelhartstetten	Lower Austria	AT	48.1691	16.8823
80.240.24.184	None	None	DE	51.2993	9.491
54.39.94.184	None	None	CA	43.6319	-79.3716
116.203.189.184	None	None	DE	51.2993	9.491
95.216.190.184	None	None	DE	51.2993	9.491
148.251.123.185	None	None	DE	51.2993	9.491
148.251.123.185	None	None	DE	51.2993	9.491
195.154.199.185	None	None	FR	48.8582	2.3387
84.253.125.186	Moscow	Moscow	RU	55.7527	37.6172
51.79.54.188	None	None	CA	43.6319	-79.3716
83.43.9.189	Torrejón de Ardoz	Madrid	ES	40.4586	-3.4719
77.110.216.189	Bronnoysund	Nordland	NO	65.4731	12.2156
76.106.0.190	Frederick	Maryland	US	39.494	-77.4608
193.29.57.190	None	None	DE	51.2993	9.491
176.223.143.190	Vilnius	Vilnius	LT	54.7081	25.296
72.42.157.190	Anchorage	Alaska	US	61.2049	-149.8096
87.120.254.190	None	None	BG	42.696	23.332
67.60.93.191	Willow Spring	Arizona	US	34.8185	-112.9584
195.201.218.191	None	None	DE	51.2993	9.491
68.183.223.191	Frankfurt am Main	Hesse	DE	50.1188	8.6843
24.16.42.192	Issaquah	Washington	US	47.4998	-122.0086
37.59.44.193	None	None	FR	48.8582	2.3387
37.59.44.193	None	None	FR	48.8582	2.3387
178.33.101.193	Saint-Martin-de-Seignanx	Nouvelle-Aquitaine	FR	43.5428	-1.3895
51.79.149.193	None	None	CA	43.6319	-79.3716
116.203.149.193	None	None	DE	51.2993	9.491
51.91.18.194	None	None	FR	48.8582	2.3387
107.178.59.194	None	None	US	37.751	-97.822
88.208.3.195	Amsterdam	North Holland	NL	52.3534	4.9087
73.53.9.195	Bellingham	Washington	US	48.7494	-122.4896
51.75.157.195	None	None	FR	48.8582	2.3387
95.216.195.195	None	None	DE	51.2993	9.491
90.196.235.195	Slough	England	GB	51.5555	-0.6212
185.62.58.196	None	None	NL	52.3824	4.8995
193.70.78.196	None	None	FR	48.8582	2.3387
193.70.78.196	None	None	FR	48.8582	2.3387
79.165.89.196	Moscow	Moscow	RU	55.7527	37.6172
139.99.123.196	None	None	CA	43.6319	-79.3716
51.75.157.196	None	None	FR	48.8582	2.3387
51.75.157.196	None	None	FR	48.8582	2.3387
94.130.177.196	Gera	Thuringia	DE	50.8651	12.0791
24.242.65.197	Austin	Texas	US	30.3773	-97.71
24.189.102.197	Edison	New Jersey	US	40.5175	-74.3991
92.174.125.197	Chartres	Centre-Val de Loire	FR	48.449	1.489
84.9.149.197	Skelmersdale	England	GB	53.5495	-2.7659
212.68.197.197	Jumet	Wallonia	BE	50.4294	4.418
73.157.233.197	Vancouver	Washington	US	45.6652	-122.5215
83.44.234.197	Albacete	Castille-La Mancha	ES	38.9942	-1.8564
212.32.255.197	Purmerend	North Holland	NL	52.5086	4.9706
54.36.138.198	None	None	FR	48.8582	2.3387
83.219.143.198	Kaliningrad	Kaliningradskaya Oblast'	RU	54.7065	20.511
139.162.244.198	London	England	GB	51.5132	-0.0961
143.159.148.199	Cambridge	England	GB	52.1932	0.1426
139.162.205.199	London	England	GB	51.5132	-0.0961
93.241.53.200	Troisdorf	North Rhine-Westphalia	DE	50.8071	7.1538
14.146.78.200	Guangzhou	Guangdong	CN	23.1167	113.25
174.112.140.200	Kanata	Ontario	CA	45.3704	-75.9198
35.241.249.200	None	None	None	35.0	105.0
147.135.190.201	None	None	FR	48.8582	2.3387
147.135.190.201	None	None	FR	48.8582	2.3387
82.164.244.201	Oslo	Oslo County	NO	59.8468	10.7747
73.223.2.202	South San Francisco	California	US	37.6538	-122.4257
80.100.47.202	Hoogerheide	North Brabant	NL	51.4271	4.3277
162.203.134.202	Raleigh	North Carolina	US	35.8536	-78.6262
197.232.65.203	None	None	KE	1.0	38.0
95.102.159.203	Holic	Trnava	SK	48.8111	17.1624
207.180.222.203	Nuremberg	Bavaria	DE	49.405	11.1617
76.179.50.204	Plymouth	New Hampshire	US	43.7574	-71.6881
5.2.205.204	Galati	Galati	RO	45.4547	28.0572
212.129.34.205	Clichy	Île-de-France	FR	48.9012	2.3072
37.59.54.205	None	None	FR	48.8582	2.3387
103.241.62.205	Singapore	None	SG	1.3596	103.8637
31.129.69.205	Kamianske	Dnipropetrovsk	UA	48.5113	34.6021
75.144.246.205	Menlo Park	California	US	37.4446	-122.1835
46.88.179.206	Berga	Thuringia	DE	50.7133	12.0929
74.197.81.208	San Angelo	Texas	US	31.4193	-100.4803
71.218.93.208	Denver	Colorado	US	39.6876	-104.9103
78.90.163.208	Sofia	Sofia-Capital	BG	42.683	23.3175
95.217.130.209	None	None	DE	51.2993	9.491
94.23.169.209	None	None	FR	48.8582	2.3387
98.146.216.209	Moscow	Idaho	US	46.7331	-116.9899
142.234.35.210	None	None	NL	52.3824	4.8995
50.110.182.210	Springfield	West Virginia	US	39.4651	-78.6957
94.23.55.211	None	None	FR	48.8582	2.3387
188.242.113.211	St Petersburg	St.-Petersburg	RU	59.8981	30.2619
73.6.148.211	Humble	Texas	US	30.0043	-95.1747
85.226.187.211	Maersta	Stockholm	SE	59.6167	17.85
142.234.35.212	None	None	NL	52.3824	4.8995
139.180.162.212	Heiwajima	Tokyo	JP	35.5819	139.7663
193.58.196.212	Košice	Kosice	SK	48.7771	21.2116
159.69.196.212	None	None	DE	51.2993	9.491
172.105.197.212	None	None	JP	35.69	139.69
188.155.189.213	Zurich	Zurich	CH	47.3664	8.5546
94.23.47.214	None	None	FR	48.8582	2.3387
188.32.114.214	Moscow	Moscow	RU	55.7527	37.6172
164.132.151.215	None	None	FR	48.8582	2.3387
80.98.199.215	Budapest	Budapest	HU	47.4984	19.0404
68.117.64.216	Mankato	Minnesota	US	44.1552	-93.9961
37.138.78.216	Zeven	Lower Saxony	DE	53.2966	9.2769
51.77.85.216	None	None	FR	48.8582	2.3387
81.139.87.216	Guildford	England	GB	51.261	-0.5478
172.221.140.216	Alton	Illinois	US	38.9093	-90.16
74.213.232.216	Marina del Rey	California	US	33.9779	-118.4525
77.22.67.217	Lingen	Lower Saxony	DE	52.5223	7.3284
79.142.129.218	Winterthur	Zurich	CH	47.5056	8.7241
13.66.132.218	None	Washington	US	47.6092	-122.3314
18.180.72.219	Tokyo	Tokyo	JP	35.6882	139.7532
51.255.126.219	None	None	FR	48.8582	2.3387
51.255.126.219	None	None	FR	48.8582	2.3387
95.217.2.220	None	None	DE	51.2993	9.491
188.97.8.220	Rengsdorf	Rheinland-Pfalz	DE	50.5023	7.5009
89.1.31.220	Geilenkirchen	North Rhine-Westphalia	DE	50.9595	6.1176
139.162.60.220	None	None	SG	1.3667	103.8
46.88.176.220	Werdau	Saxony	DE	50.736	12.3753
207.180.221.220	Nuremberg	Bavaria	DE	49.405	11.1617
47.106.254.220	None	None	CN	34.7725	113.7266
89.149.12.221	Bucharest	Bucuresti	RO	44.4946	26.0581
109.230.30.221	Bratislava	Bratislava	SK	48.15	17.1078
35.211.81.221	None	None	US	37.751	-97.822
107.191.99.221	New York	New York	US	40.7308	-73.9975
145.239.119.221	None	None	FR	48.8582	2.3387
75.177.141.221	Apex	North Carolina	US	35.7178	-78.8428
119.17.158.221	Brunswick	Victoria	AU	-37.7684	144.9513
37.24.175.221	Bad Nauheim	Hesse	DE	50.3646	8.7386
51.158.64.222	Paris	Île-de-France	FR	48.8607	2.3281
71.9.168.222	Cookeville	Tennessee	US	36.2178	-85.5423
223.166.198.222	Shanghai	Shanghai	CN	31.0449	121.4012
157.245.245.222	North Bergen	New Jersey	US	40.793	-74.0247
80.4.59.223	Bolton	England	GB	53.5915	-2.3931
36.255.222.223	Central	Central and Western District	HK	22.2909	114.15
158.69.245.223	Montreal	Quebec	CA	45.4995	-73.5848
212.69.62.224	Hatfield	England	GB	51.7449	-0.1984
51.15.100.224	Amsterdam	North Holland	NL	52.3534	4.9087
172.104.143.224	Frankfurt am Main	Hesse	DE	50.1188	8.6843
79.205.54.225	Berlin	Land Berlin	DE	52.4637	13.322
51.75.70.225	None	None	FR	48.8582	2.3387
100.24.107.225	Ashburn	Virginia	US	39.0481	-77.4728
84.250.169.225	Helsinki	Uusimaa	FI	60.2188	24.8708
116.203.182.225	None	None	DE	51.2993	9.491
71.202.84.226	San Francisco	California	US	37.7506	-122.4121
195.239.116.226	Moscow	Moscow	RU	55.7527	37.6172
51.89.164.226	None	None	FR	48.8582	2.3387
116.202.170.226	None	None	DE	51.2993	9.491
73.98.209.226	Salt Lake City	Utah	US	40.7849	-111.9338
163.172.214.226	Amsterdam	North Holland	NL	52.3534	4.9087
94.23.247.226	None	None	FR	48.8582	2.3387
95.216.47.227	None	None	DE	51.2993	9.491
208.180.71.227	Conroe	Texas	US	30.3052	-95.4552
107.191.99.227	New York	New York	US	40.7308	-73.9975
134.3.101.227	Freiburg	Baden-Württemberg	DE	47.9809	7.8327
47.90.125.227	None	None	HK	22.25	114.1667
51.79.52.228	None	None	CA	43.6319	-79.3716
13.231.81.228	Tokyo	Tokyo	JP	35.6882	139.7532
111.241.96.229	Taipei	Taipei City	TW	25.0478	121.5318
79.130.240.229	Athens	Attica	GR	37.9842	23.7353
80.99.50.230	Székesfehérvár	Fejér	HU	47.1899	18.4103
176.63.51.230	Matraverebely	Nograd megye	HU	47.9763	19.7845
218.16.129.230	None	None	CN	34.7725	113.7266
116.203.189.230	None	None	DE	51.2993	9.491
37.153.1.231	St Petersburg	St.-Petersburg	RU	59.8981	30.2619
109.188.88.232	Moscow	Moscow	RU	55.7527	37.6172
98.13.0.233	Rochester	New York	US	43.1831	-77.6393
185.180.14.233	None	None	CZ	50.0848	14.4112
51.178.52.233	None	None	FR	48.8582	2.3387
108.246.7.234	Summerville	South Carolina	US	33.0273	-80.1768
38.88.22.234	Oakland	California	US	37.8075	-122.2644
185.183.159.234	None	None	DE	51.2993	9.491
45.79.193.234	Atlanta	Georgia	US	33.7485	-84.3871
124.234.202.234	Changchun	Jilin	CN	43.88	125.3228
89.74.203.234	Warsaw	Mazovia	PL	52.2487	21.0898
112.215.205.236	None	None	ID	-6.175	106.8286
173.249.53.237	Nuremberg	Bavaria	DE	49.405	11.1617
5.79.64.237	Amsterdam	North Holland	NL	52.3719	4.8829
111.99.191.237	Shibuya	Tokyo	JP	35.6723	139.6939
116.202.100.238	None	None	DE	51.2993	9.491
158.69.102.238	Montreal	Quebec	CA	45.4995	-73.5848
185.64.106.238	None	None	LT	56.0	24.0
94.23.147.238	None	None	NL	52.3824	4.8995
94.23.147.238	None	None	NL	52.3824	4.8995
185.105.184.238	None	None	IR	35.698	51.4115
95.216.217.238	None	None	DE	51.2993	9.491
188.177.27.239	Copenhagen	Capital Region	DK	55.6786	12.5589
213.152.161.239	None	None	NL	52.3824	4.8995
